Year,iso3c,FDI_Inward_Flow_USD_current_millions,FDI_Inward_Flow_USD_current_pc,FDI_Inward_Flow_perc_total_world,FDI_Inward_Flow_perc_GDP,FDI_Inward_Flow_perc_GFCF,FDI_Outward_Flow_USD_current_millions,FDI_Outward_Flow_USD_current_pc,FDI_Outward_Flow_perc_total_world,FDI_Outward_Flow_perc_GDP,FDI_Outward_Flow_perc_GFCF,FDI_Inward_Stock_USD_current_millions,FDI_Inward_Stock_USD_current_pc,FDI_Inward_Stock_perc_total_world,FDI_Inward_Stock_perc_GDP,FDI_Inward_Stock_perc_GFCF,FDI_Outward_Stock_USD_current_millions,FDI_Outward_Stock_USD_current_pc,FDI_Outward_Stock_perc_total_world,FDI_Outward_Stock_perc_GDP,FDI_Outward_Stock_perc_GFCF
1999,PAK,532,532,532,532,532,21,21,21,21,21,7186,7186,7185.54,7185.54,7185.54,414,414,414.1,414.1,414.1
1999,PAN,864,864,864.4,864.4,864.4,,,,,,7016,7016,7015.6,7015.6,7015.6,,,,,
1999,PNG,296,296,296.493,296.49,296.49,1,1,0.529,0.53,0.53,1045,1045,1044.735,1044.74,1044.74,193,193,192.574,192.57,192.57
1999,PRY,87,87,86.7,86.7,86.7,,,,,,1117,1117,1116.5,1116.5,1116.5,,,,,
1999,PER,1940,1940,1940.009,1940.01,1940.01,128,128,128,128,128,9791,9791,9791.454,9791.45,9791.45,651,651,651.406,651.41,651.41
1999,PHL,1247,1247,1247,1247,1247,133,133,133,133,133,12429,12429,12428.965,12428.97,12428.97,907,907,907,907,907
1999,POL,7271,7271,7270.784,7270.78,7270.78,31,31,31.005,31,31,26075,26075,26075.019,26075.02,26075.02,1024,1024,1024.275,1024.28,1024.28
1999,PRT,1157,1157,1156.734,1156.73,1156.73,3191,3191,3191.347,3191.35,3191.35,26911,26911,26911.227,26911.23,26911.23,11493,11493,11492.625,11492.62,11492.62
1999,GNB,5,5,4.555,4.55,4.55,,,,,,37,37,37.317,37.32,37.32,,,,,
1999,QAT,199,199,198.877,198.88,198.88,13,13,12.644,12.64,12.64,2915,2915,2915.284,2915.28,2915.28,99,99,99.314,99.31,99.31
1999,ROU,1027,1027,1027.032,1027.03,1027.03,16,16,15.981,15.98,15.98,5674,5674,5673.981,5673.98,5673.98,144,144,143.658,143.66,143.66
1999,RUS,3286,3286,3285.93,3285.93,3285.93,2195,2195,2195.12,2195.12,2195.12,18303,18303,18302.7,18302.7,18302.7,9553,9553,9552.5,9552.5,9552.5
1999,RWA,2,2,1.74,1.74,1.74,,,,,,59,59,59,59,59,,,,,
1999,KNA,1288,1288,1288.083,1288.08,1288.08,,,,,,,,,,,,,,,
1999,LCA,536,536,535.869,535.87,535.87,,,,,,,,,,,,,,,
1999,VCT,526,526,526.477,526.48,526.48,,,,,,,,,,,,,,,
1999,STP,22,22,22.372,22.37,22.37,,,,,,56,56,56.224,56.22,56.22,,,,,
1999,SAU,123,123,123,123,123,111,111,110.681,110.68,110.68,17394,17394,17394,17394,17394,3735,3735,3734.548,3734.55,3734.55
1999,SEN,153,153,153.247,153.25,153.25,11,11,11.056,11.06,11.06,329,329,329.443,329.44,329.44,18,18,18.297,18.3,18.3
1999,SYC,690,690,689.77,689.77,689.77,112,112,112.412,112.41,112.41,6215,6215,6214.708,6214.71,6214.71,1554,1554,1554.464,1554.46,1554.46
1999,SLE,2,2,1.691,1.69,1.69,0,0,0.317,0.32,0.32,245,245,245.091,245.09,245.09,,,,,
1999,SGP,18853,18853,18852.952,18852.95,18852.95,8111,8111,8110.988,8110.99,8110.99,102533,102533,102533.493,102533.49,102533.49,55654,55654,55654.202,55654.2,55654.2
1999,SVK,627,627,626.797,626.8,626.8,552,552,551.931,551.93,551.93,4549,4549,4549.097,4549.1,4549.1,488,488,487.594,487.59,487.59
1999,VNM,1412,1412,1412,1412,1412,,,,,,13441,13441,13441.301,13441.3,13441.3,,,,,
1999,SVN,106,106,105.686,105.69,105.69,48,48,47.623,47.62,47.62,2687,2687,2687.305,2687.31,2687.31,628,628,627.574,627.57,627.57
1999,SOM,0,0,0,0,0,,,,,,3,3,3.38,3.38,3.38,,,,,
1999,ZAF,1503,1503,1503.238,1503.24,1503.24,1581,1581,1580.986,1580.99,1580.99,51772,51772,51771.874,51771.87,51771.87,28073,28073,28073.442,28073.44,28073.44
1999,ZWE,59,59,59,59,59,9,9,9,9,9,1215,1215,1214.85,1214.85,1214.85,226,226,226.101,226.1,226.1
1999,ESP,18743,18743,18743.385,18743.38,18743.38,44382,44382,44382.274,44382.27,44382.27,125361,125361,125360.906,125360.91,125360.91,96979,96979,96978.519,96978.52,96978.52
1999,SDN,371,371,370.8,370.8,370.8,,,,,,1006,1006,1005.59,1005.59,1005.59,,,,,
1999,SUR,0,0,-0.006,-0.01,-0.01,,,,,,,,,,,,,,,
1999,SWE,61135,61135,61135.041,61135.04,61135.04,21928,21928,21927.569,21927.57,21927.57,73301,73301,73300.818,73300.82,73300.82,106250,106250,106249.583,106249.58,106249.58
1999,SYR,263,263,263,263,263,,,,,,974,974,974,974,974,,,,,
1999,TJK,7,7,6.703,6.7,6.7,,,,,,113,113,112.643,112.64,112.64,,,,,
1999,THA,6106,6106,6106.385,6106.38,6106.38,342,342,341.569,341.57,341.57,31114,31114,31113.964,31113.96,31113.96,3012,3012,3012.188,3012.19,3012.19
1999,TGO,32,32,31.683,31.68,31.68,3,3,2.886,2.89,2.89,47,47,47.48,47.48,47.48,,,,,
1999,TON,10,10,9.818,9.82,9.82,37,37,36.524,36.52,36.52,100,100,99.569,99.57,99.57,37,37,36.807,36.81,36.81
1999,TTO,643,643,643.3,643.3,643.3,264,264,264.1,264.1,264.1,6601,6601,6600.841,6600.84,6600.84,268,268,267.8,267.8,267.8
1999,ARE,0,0,-0.092,-0.09,-0.09,317,317,317.106,317.11,317.11,1576,1576,1575.52,1575.52,1575.52,1514,1514,1514.298,1514.3,1514.3
1999,TUN,368,368,367.9,367.9,367.9,3,3,2.5,2.5,2.5,11432,11432,11431.5,11431.5,11431.5,33,33,33.3,33.3,33.3
1999,TUR,783,783,783,783,783,645,645,645,645,645,18183,18183,18183.315,18183.31,18183.31,2791,2791,2791.315,2791.32,2791.32
1999,TKM,125,125,125,125,125,,,,,,818,818,818.22,818.22,818.22,,,,,
1999,UGA,140,140,140.247,140.25,140.25,,,,,,667,667,666.853,666.85,666.85,,,,,
1999,UKR,496,496,496,496,496,7,7,7,7,7,3248,3248,3248,3248,3248,99,99,99,99,99
1999,MKD,88,88,88.406,88.41,88.41,0,0,0.303,0.3,0.3,362,362,361.557,361.56,361.56,12,12,11.88,11.88,11.88
1999,EGY,1065,1065,1065.3,1065.3,1065.3,38,38,37.5,37.5,37.5,18719,18719,18719,18719,18719,604,604,603.92,603.92,603.92
1999,TZA,497,497,496.6,496.6,496.6,,,,,,1989,1989,1989.1,1989.1,1989.1,,,,,
1999,USA,283376,283376,283376,283376,283376,209391,209391,209391,209391,209391,2798193,2798193,2798193,2798193,2798193,2839639,2839639,2839639,2839639,2839639
1999,BFA,8,8,7.926,7.93,7.93,0,0,0.193,0.19,0.19,16,16,15.845,15.84,15.84,0,0,0.293,0.29,0.29
1999,URY,235,235,235.264,235.26,235.26,0,0,0,0,0,1790,1790,1790.3,1790.3,1790.3,208,208,208.2,208.2,208.2
1999,UZB,121,121,121.2,121.2,121.2,,,,,,624,624,623.6,623.6,623.6,,,,,
1999,VEN,2890,2890,2890,2890,2890,872,872,872,872,872,31470,31470,31470,31470,31470,7143,7143,7143,7143,7143
1999,WSM,0,0,0,0,0,,,,,,300,300,300.337,300.34,300.34,,,,,
1999,YEM,0,0,-0.029,-0.03,-0.03,0,0,0,0,0,993,993,993.2,993.2,993.2,21,21,21.21,21.21,21.21
1999,ZMB,86,86,85.961,85.96,85.96,,,,,,3844,3844,3844.3,3844.3,3844.3,,,,,
1999,GBR,87979,87979,87978.94,87978.94,87978.94,201451,201451,201450.675,201450.68,201450.68,385146,385146,385145.937,385145.94,385145.94,686420,686420,686420.144,686420.14,686420.14
1999,IDN,0,0,-0.171,-0.17,-0.17,72,72,72,72,72,29555,29555,29555.45,29555.45,29555.45,6790,6790,6790,6790,6790
2000,AFG,0,0,0.17,0.17,0.17,,,,,,17,17,17.197,17.2,17.2,,,,,
2000,ALB,144,144,144.27,144.27,144.27,,,,,,247,247,246.8,246.8,246.8,,,,,
2000,DZA,280,280,280.1,280.1,280.1,14,14,13.7,13.7,13.7,3379,3379,3378.873,3378.87,3378.87,205,205,205.346,205.35,205.35
2000,AGO,879,879,878.601,878.6,878.6,,,,,,7977,7977,7977.132,7977.13,7977.13,,,,,
2000,ATG,516,516,515.839,515.84,515.84,,,,,,,,,,,,,,,
2000,AZE,130,130,129.93,129.93,129.93,1,1,0.76,0.76,0.76,1791,1791,1791,1791,1791,1,1,1,1,1
2000,ARG,10418,10418,10418.314,10418.31,10418.31,901,901,901.028,901.03,901.03,67601,67601,67600.51,67600.51,67600.51,21141,21141,21140.69,21140.69,21140.69
2000,AUS,14191,14191,14190.964,14190.96,14190.96,2864,2864,2864.05,2864.05,2864.05,121686,121686,121685.826,121685.83,121685.83,92508,92508,92508.241,92508.24,92508.24
2000,AUT,8501,8501,8501.013,8501.01,8501.01,5509,5509,5509.49,5509.49,5509.49,31165,31165,31164.877,31164.88,31164.88,24821,24821,24820.642,24820.64,24820.64
2000,BHS,2045,2045,2045.023,2045.02,2045.02,470,470,470.415,470.42,470.42,11004,11004,11003.998,11004,11004,1518,1518,1517.976,1517.98,1517.98
2000,BHR,547,547,547.03,547.03,547.03,14,14,14.406,14.41,14.41,8886,8886,8886.113,8886.11,8886.11,2636,2636,2636.302,2636.3,2636.3
2000,BGD,579,579,578.64,578.64,578.64,2,2,2,2,2,2162,2162,2161.76,2161.76,2161.76,68,68,67.91,67.91,67.91
2000,ARM,104,104,104.189,104.19,104.19,,,,,,513,513,513.098,513.1,513.1,0,0,0.01,0.01,0.01
2000,BRB,273,273,273.106,273.11,273.11,85,85,84.613,84.61,84.61,1141,1141,1140.572,1140.57,1140.57,151,151,150.949,150.95,150.95
2000,BEL,88739,88739,88738.714,88738.71,88738.71,86362,86362,86361.71,86361.71,86361.71,195219,195219,195219,195219,195219,179773,179773,179773,179773,179773
2000,BMU,1045,1045,1044.855,1044.86,1044.86,217,217,217.093,217.09,217.09,4136,4136,4135.691,4135.69,4135.69,1687,1687,1686.762,1686.76,1686.76
2000,BTN,,,,,,,,,,,8,8,7.709,7.71,7.71,,,,,
2000,BOL,736,736,736.405,736.4,736.4,3,3,2.5,2.5,2.5,5188,5188,5187.7,5187.7,5187.7,29,29,29.4,29.4,29.4
2000,BIH,146,146,146.076,146.08,146.08,,,,,,450,450,450.344,450.34,450.34,,,,,
2000,BWA,61,61,61.243,61.24,61.24,0,0,-0.001,0,0,1827,1827,1826.656,1826.66,1826.66,517,517,516.568,516.57,516.57
2000,BRA,32779,32779,32779.24,32779.24,32779.24,2282,2282,2281.587,2281.59,2281.59,,,,,,,,,,
2000,BLZ,94,94,94.378,94.38,94.38,,,,,,1190,1190,1189.974,1189.97,1189.97,170,170,170.281,170.28,170.28
2000,SLB,32,32,31.575,31.58,31.58,0,0,0.143,0.14,0.14,257,257,256.776,256.78,256.78,,,,,
2000,VGB,391055,391055,391054.832,391054.83,391054.83,1761560,1761560,1761559.554,1761559.55,1761559.55,1467124,1467124,1467124.485,1467124.49,1467124.49,3344181,3344181,3344180.625,3344180.62,3344180.62
2000,BRN,1649,1649,1649.279,1649.28,1649.28,,,,,,11607,11607,11606.723,11606.72,11606.72,,,,,
2000,BGR,1016,1016,1016.486,1016.49,1016.49,3,3,3.04,3.04,3.04,2704,2704,2703.688,2703.69,2703.69,67,67,67.028,67.03,67.03
2000,MMR,91,91,91.115,91.11,91.11,,,,,,3752,3752,3752.005,3752.01,3752.01,,,,,
2000,BDI,22,22,21.833,21.83,21.83,,,,,,47,47,46.799,46.8,46.8,2,2,2.336,2.34,2.34
2000,BLR,119,119,118.8,118.8,118.8,0,0,0.2,0.2,0.2,1306,1306,1305.5,1305.5,1305.5,24,24,23.8,23.8,23.8
2000,KHM,149,149,148.504,148.5,148.5,7,7,6.593,6.59,6.59,1580,1580,1579.917,1579.92,1579.92,193,193,193.2,193.2,193.2
2000,CMR,159,159,158.801,158.8,158.8,10,10,9.675,9.67,9.67,917,917,916.608,916.61,916.61,1252,1252,1252.035,1252.04,1252.04
2000,CAN,66795,66795,66795.052,66795.05,66795.05,44678,44678,44678.172,44678.17,44678.17,325020,325020,325019.997,325020,325020,442623,442623,442622.984,442622.98,442622.98
2000,CPV,100,100,99.857,99.86,99.86,,,,,,441,441,441.027,441.03,441.03,,,,,
2000,CYM,224500,224500,224499.796,224499.8,224499.8,204011,204011,204011.035,204011.03,204011.03,655274,655274,655273.658,655273.66,655273.66,519189,519189,519188.644,519188.64,519188.64
2000,CAF,1,1,0.889,0.89,0.89,,,,,,104,104,104.306,104.31,104.31,43,43,43.17,43.17,43.17
2000,LKA,175,175,175.13,175.13,175.13,2,2,2,2,2,2505,2505,2504.852,2504.85,2504.85,60,60,60.201,60.2,60.2
2000,TCD,115,115,115.172,115.17,115.17,,,,,,576,576,575.882,575.88,575.88,70,70,70.255,70.25,70.25
2000,CHL,4860,4860,4860,4860,4860,3987,3987,3986.6,3986.6,3986.6,45753,45753,45753.4,45753.4,45753.4,11154,11154,11154,11154,11154
2000,CHN,40715,40715,40714.81,40714.81,40714.81,916,916,915.777,915.78,915.78,193348,193348,193348,193348,193348,27768,27768,27768.387,27768.39,27768.39
2000,TWN,4928,4928,4928,4928,4928,6701,6701,6701,6701,6701,18875,18875,18875,18875,18875,66655,66655,66655,66655,66655
2000,COL,2436,2436,2436.46,2436.46,2436.46,325,325,325.347,325.35,325.35,11157,11157,11157.197,11157.2,11157.2,2989,2989,2989.329,2989.33,2989.33
2000,COM,0,0,0.22,0.22,0.22,,,,,,38,38,38.073,38.07,38.07,,,,,
2000,COG,166,166,165.904,165.9,165.9,4,4,3.846,3.85,3.85,1893,1893,1892.585,1892.59,1892.59,40,40,40.293,40.29,40.29
2000,COD,94,94,94.19,94.19,94.19,0,0,0,0,0,617,617,617.36,617.36,617.36,34,34,33.532,33.53,33.53
2000,CRI,667,667,666.944,666.94,666.94,51,51,50.907,50.91,50.91,2809,2809,2808.512,2808.51,2808.51,22,22,21.625,21.62,21.62
2000,HRV,993,993,993.071,993.07,993.07,4,4,4.02,4.02,4.02,2664,2664,2664.234,2664.23,2664.23,760,760,759.905,759.9,759.9
2000,CYP,1207,1207,1206.872,1206.87,1206.87,243,243,242.953,242.95,242.95,4101,4101,4100.666,4100.67,4100.67,802,802,802.392,802.39,802.39
2000,CZE,4985,4985,4985.209,4985.21,4985.21,43,43,42.844,42.84,42.84,21644,21644,21643.657,21643.66,21643.66,738,738,737.823,737.82,737.82
2000,BEN,60,60,59.737,59.74,59.74,4,4,3.583,3.58,3.58,213,213,213.199,213.2,213.2,11,11,10.52,10.52,10.52
2000,DNK,33823,33823,33823.489,33823.49,33823.49,26549,26549,26549.089,26549.09,26549.09,73574,73574,73573.967,73573.97,73573.97,73100,73100,73100.181,73100.18,73100.18
2000,DMA,253,253,252.545,252.54,252.54,,,,,,,,,,,,,,,
2000,DOM,953,953,952.93,952.93,952.93,,,,,,1673,1673,1672.8,1672.8,1672.8,,,,,
2000,ECU,0,0,-0.002,0,0,,,,,,6337,6337,6337.15,6337.15,6337.15,,,,,
2000,SLV,173,173,173.4,173.4,173.4,0,0,0,0,0,1973,1973,1973.074,1973.07,1973.07,104,104,103.9,103.9,103.9
2000,GNQ,251,251,251.496,251.5,251.5,,,,,,1725,1725,1725.467,1725.47,1725.47,,,,,
2000,ETH,135,135,134.64,134.64,134.64,,,,,,941,941,941.14,941.14,941.14,,,,,
2000,ERI,28,28,27.87,27.87,27.87,,,,,,337,337,337.41,337.41,337.41,,,,,
2000,EST,391,391,391.247,391.25,391.25,61,61,61.421,61.42,61.42,2645,2645,2645.449,2645.45,2645.45,259,259,259.145,259.15,259.15
2000,FJI,4,4,3.648,3.65,3.65,3,3,2.78,2.78,2.78,439,439,439.441,439.44,439.44,48,48,48.05,48.05,48.05
2000,FIN,8834,8834,8834.047,8834.05,8834.05,24030,24030,24030.259,24030.26,24030.26,24273,24273,24272.572,24272.57,24272.57,52109,52109,52109.166,52109.17,52109.17
2000,FRA,27497,27497,27496.868,27496.87,27496.87,161948,161948,161947.669,161947.67,161947.67,184215,184215,184214.983,184214.98,184214.98,365871,365871,365871.088,365871.09,365871.09
2000,PYF,42,42,41.62,41.62,41.62,16,16,16.075,16.08,16.08,617,617,617.282,617.28,617.28,,,,,
2000,DJI,6,6,5.551,5.55,5.55,,,,,,56,56,55.846,55.85,55.85,,,,,
2000,GAB,0,0,-0.003,0,0,25,25,25.331,25.33,25.33,,,,,,280,280,279.836,279.84,279.84
2000,GEO,131,131,131.232,131.23,131.23,3,3,3.164,3.16,3.16,762,762,762.176,762.18,762.18,118,118,117.865,117.87,117.87
2000,GMB,44,44,43.52,43.52,43.52,,,,,,216,216,216.02,216.02,216.02,,,,,
2000,PSE,62,62,62.005,62.01,62.01,218,218,218.141,218.14,218.14,1418,1418,1417.81,1417.81,1417.81,,,,,
2000,DEU,198279,198279,198279.339,198279.34,198279.34,57086,57086,57085.944,57085.94,57085.94,470938,470938,470937.666,470937.67,470937.67,483946,483946,483946.068,483946.07,483946.07
2000,GHA,115,115,114.9,114.9,114.9,,,,,,1554,1554,1554.06,1554.06,1554.06,,,,,
2000,KIR,9,9,8.552,8.55,8.55,1,1,1.374,1.37,1.37,,,,,,,,,,
2000,GRC,1108,1108,1108.163,1108.16,1108.16,2137,2137,2136.54,2136.54,2136.54,14113,14113,14112.8,14112.8,14112.8,6094,6094,6093.8,6093.8,6093.8
2000,GRD,368,368,368.114,368.11,368.11,,,,,,,,,,,,,,,
2000,GTM,230,230,229.6,229.6,229.6,40,40,40.098,40.1,40.1,3420,3420,3419.894,3419.89,3419.89,93,93,92.8,92.8,92.8
2000,GIN,10,10,9.94,9.94,9.94,,,,,,263,263,263.31,263.31,263.31,12,12,11.999,12,12
2000,GUY,89,89,89.075,89.07,89.07,3,3,2.655,2.65,2.65,1004,1004,1004.175,1004.17,1004.17,1,1,1.327,1.33,1.33
2000,HTI,13,13,13.25,13.25,13.25,,,,,,95,95,94.66,94.66,94.66,2,2,2.005,2,2
2000,HND,382,382,381.659,381.66,381.66,7,7,6.5,6.5,6.5,1392,1392,1391.569,1391.57,1391.57,,,,,
2000,HKG,54582,54582,54581.918,54581.92,54581.92,54079,54079,54078.784,54078.78,54078.78,435417,435417,435417.137,435417.14,435417.14,379285,379285,379284.761,379284.76,379284.76
2000,HUN,2764,2764,2764.062,2764.06,2764.06,620,620,620.481,620.48,620.48,22870,22870,22869.889,22869.89,22869.89,1280,1280,1279.851,1279.85,1279.85
2000,ISL,611,611,610.569,610.57,610.57,1389,1389,1389.417,1389.42,1389.42,1774,1774,1773.935,1773.93,1773.93,2366,2366,2365.864,2365.86,2365.86
2000,IND,3588,3588,3587.99,3587.99,3587.99,514,514,514.445,514.45,514.45,16339,16339,16338.952,16338.95,16338.95,1733,1733,1733.476,1733.48,1733.48
2000,IRN,194,194,193.575,193.57,193.57,11,11,10.993,10.99,10.99,2597,2597,2597.461,2597.46,2597.46,411,411,411.117,411.12,411.12
2000,IRQ,0,0,0,0,0,,,,,,,,,,,,,,,
2000,IRL,25779,25779,25779.436,25779.44,25779.44,4629,4629,4628.708,4628.71,4628.71,127089,127089,127088.742,127088.74,127088.74,27925,27925,27925.262,27925.26,27925.26
2000,ISR,6957,6957,6957.443,6957.44,6957.44,3335,3335,3335.365,3335.36,3335.36,20426,20426,20425.728,20425.73,20425.73,9091,9091,9091.161,9091.16,9091.16
2000,ITA,13375,13375,13374.793,13374.79,13374.79,6686,6686,6685.915,6685.91,6685.91,122533,122533,122533.01,122533.01,122533.01,169957,169957,169956.918,169956.92,169956.92
2000,CIV,235,235,234.702,234.7,234.7,8,8,7.872,7.87,7.87,2483,2483,2483.151,2483.15,2483.15,9,9,8.689,8.69,8.69
2000,JAM,469,469,468.8,468.8,468.8,74,74,74.3,74.3,74.3,3317,3317,3316.9,3316.9,3316.9,709,709,709.4,709.4,709.4
2000,JPN,8323,8323,8322.739,8322.74,8322.74,31557,31557,31557.383,31557.38,31557.38,50323,50323,50322.889,50322.89,50322.89,278445,278445,278444.735,278444.73,278444.73
2000,KAZ,1283,1283,1282.524,1282.52,1282.52,4,4,4.363,4.36,4.36,10078,10078,10077.677,10077.68,10077.68,16,16,15.538,15.54,15.54
2000,JOR,913,913,913.258,913.26,913.26,9,9,8.604,8.6,8.6,3135,3135,3135.11,3135.11,3135.11,44,44,44.288,44.29,44.29
2000,KEN,111,111,110.905,110.9,110.9,0,0,0.01,0.01,0.01,932,932,931.717,931.72,931.72,115,115,115.222,115.22,115.22
2000,PRK,8,8,8.302,8.3,8.3,,,,,,53,53,52.639,52.64,52.64,,,,,
2000,KOR,11509,11509,11509.4,11509.4,11509.4,4842,4842,4842.1,4842.1,4842.1,43738,43738,43738,43738,43738,21497,21497,21497.4,21497.4,21497.4
2000,KWT,16,16,16.3,16.3,16.3,0,0,-0.026,-0.03,-0.03,608,608,608.455,608.45,608.45,1428,1428,1427.91,1427.91,1427.91
2000,KGZ,0,0,0,0,0,5,5,4.5,4.5,4.5,432,432,431.8,431.8,431.8,33,33,33.182,33.18,33.18
2000,LAO,34,34,33.89,33.89,33.89,10,10,9.909,9.91,9.91,588,588,588.348,588.35,588.35,26,26,26.069,26.07,26.07
2000,LBN,993,993,993.475,993.48,993.48,138,138,137.924,137.92,137.92,14233,14233,14232.952,14232.95,14232.95,352,352,351.651,351.65,351.65
2000,LSO,32,32,32.401,32.4,32.4,,,,,,330,330,329.576,329.58,329.58,,,,,
2000,LVA,328,328,328.34,328.34,328.34,10,10,9.655,9.66,9.66,1691,1691,1691.185,1691.19,1691.19,19,19,19.103,19.1,19.1
2000,LBR,43,43,43.001,43,43,1612,1612,1612.33,1612.33,1612.33,3247,3247,3246.56,3246.56,3246.56,2188,2188,2187.514,2187.51,2187.51
2000,LBY,141,141,141,141,141,98,98,98,98,98,471,471,471.497,471.5,471.5,1903,1903,1902.667,1902.67,1902.67
2000,LTU,379,379,378.873,378.87,378.87,4,4,3.697,3.7,3.7,2334,2334,2334.313,2334.31,2334.31,29,29,29.317,29.32,29.32
2000,MAC,0,0,0,0,0,,,,,,6545,6545,6544.714,6544.71,6544.71,,,,,
2000,MDG,83,83,82.953,82.95,82.95,0,0,0,0,0,141,141,140.83,140.83,140.83,9,9,8.849,8.85,8.85
2000,MWI,40,40,39.632,39.63,39.63,0,0,0,0,0,358,358,357.7,357.7,357.7,,,,,
2000,MYS,3788,3788,3787.632,3787.63,3787.63,2026,2026,2026.053,2026.05,2026.05,52747,52747,52747.49,52747.49,52747.49,15878,15878,15877.581,15877.58,15877.58
2000,MDV,79,79,79.408,79.41,79.41,,,,,,456,456,455.529,455.53,455.53,,,,,
2000,MLI,82,82,82.44,82.44,82.44,4,4,4.013,4.01,4.01,132,132,132.364,132.36,132.36,1,1,0.636,0.64,0.64
2000,MLT,1466,1466,1466.105,1466.11,1466.11,50,50,50.494,50.49,50.49,5706,5706,5705.641,5705.64,5705.64,486,486,485.769,485.77,485.77
2000,MRT,40,40,40.096,40.1,40.1,,,,,,146,146,146.049,146.05,146.05,4,4,4.389,4.39,4.39
2000,MUS,277,277,276.766,276.77,276.77,13,13,12.686,12.69,12.69,683,683,683.477,683.48,683.48,132,132,132.032,132.03,132.03
2000,MEX,18249,18249,18249.33,18249.33,18249.33,,,,,,121691,121691,121691.036,121691.04,121691.04,8273,8273,8273.376,8273.38,8273.38
2000,MNG,54,54,53.699,53.7,53.7,,,,,,182,182,181.56,181.56,181.56,,,,,
2000,MDA,128,128,127.54,127.54,127.54,0,0,0.08,0.08,0.08,449,449,448.83,448.83,448.83,23,23,22.96,22.96,22.96
2000,MAR,422,422,421.962,421.96,421.96,59,59,58.52,58.52,58.52,8842,8842,8841.669,8841.67,8841.67,402,402,402.342,402.34,402.34
2000,MOZ,139,139,139.3,139.3,139.3,,,,,,1249,1249,1249.231,1249.23,1249.23,1,1,0.503,0.5,0.5
2000,OMN,83,83,83.2,83.2,83.2,,,,,,2577,2577,2576.545,2576.55,2576.55,,,,,
2000,NAM,186,186,186.406,186.41,186.41,0,0,0,0,0,1276,1276,1276.33,1276.33,1276.33,45,45,44.949,44.95,44.95
2000,NPL,0,0,0,0,0,,,,,,72,72,71.911,71.91,71.91,,,,,
2000,NLD,63855,63855,63854.984,63854.98,63854.98,75634,75634,75634.42,75634.42,75634.42,243733,243733,243732.89,243732.89,243732.89,305461,305461,305461.389,305461.39,305461.39
2000,ABW,0,0,-0.009,-0.01,-0.01,29,29,28.901,28.9,28.9,12774,12774,12774.027,12774.03,12774.03,7434,7434,7433.765,7433.77,7433.77
2000,NCL,0,0,-0.003,0,0,8,8,8.161,8.16,8.16,,,,,,8,8,8.242,8.24,8.24
2000,VUT,109,109,109.455,109.46,109.46,,,,,,330,330,329.594,329.59,329.59,,,,,
2000,NZL,1347,1347,1346.569,1346.57,1346.57,610,610,609.681,609.68,609.68,24101,24101,24101.44,24101.44,24101.44,8491,8491,8490.923,8490.92,8490.92
2000,NIC,267,267,266.5,266.5,266.5,,,,,,1414,1414,1414.45,1414.45,1414.45,,,,,
2000,NER,8,8,8.437,8.44,8.44,0,0,0,0,0,45,45,45.423,45.42,45.42,1,1,0.983,0.98,0.98
2000,NGA,1310,1310,1309.665,1309.67,1309.67,169,169,168.939,168.94,168.94,23786,23786,23786.388,23786.39,23786.39,4144,4144,4143.854,4143.85,4143.85
2000,NOR,7090,7090,7090.449,7090.45,7090.45,9505,9505,9504.831,9504.83,9504.83,30265,30265,30265.017,30265.02,30265.02,34026,34026,34025.654,34025.65,34025.65
2000,MHL,14,14,14.168,14.17,14.17,,,,,,388,388,387.527,387.53,387.53,,,,,
2000,PLW,166,166,165.718,165.72,165.72,,,,,,9039,9039,9038.992,9038.99,9038.99,,,,,
2000,PAK,309,309,309,309,309,11,11,11,11,11,6919,6919,6918.624,6918.62,6918.62,489,489,488.7,488.7,488.7
2000,PAN,624,624,623.9,623.9,623.9,,,,,,6775,6775,6774.9,6774.9,6774.9,,,,,
2000,PNG,98,98,98.233,98.23,98.23,1,1,1.258,1.26,1.26,935,935,935.486,935.49,935.49,194,194,193.832,193.83,193.83
2000,PRY,98,98,97.9,97.9,97.9,,,,,,1219,1219,1219.1,1219.1,1219.1,,,,,
2000,PER,810,810,809.697,809.7,809.7,,,,,,11062,11062,11061.944,11061.94,11061.94,505,505,505.135,505.14,505.14
2000,PHL,2240,2240,2240,2240,2240,125,125,125,125,125,13762,13762,13761.965,13761.97,13761.97,1032,1032,1032,1032,1032
2000,POL,9445,9445,9445.315,9445.31,9445.31,17,17,17.027,17.03,17.03,33477,33477,33476.678,33476.68,33476.68,268,268,267.806,267.81,267.81
2000,PRT,6560,6560,6559.807,6559.81,6559.81,8055,8055,8054.996,8055,8055,34224,34224,34223.724,34223.72,34223.72,19417,19417,19417.318,19417.32,19417.32
2000,GNB,3,3,2.694,2.69,2.69,,,,,,38,38,38.019,38.02,38.02,,,,,
2000,QAT,425,425,424.808,424.81,424.81,30,30,29.969,29.97,29.97,3228,3228,3227.767,3227.77,3227.77,125,125,125.457,125.46,125.46
2000,ROU,1057,1057,1056.753,1056.75,1056.75,0,0,-0.001,0,0,6953,6953,6952.999,6953,6953,136,136,136.225,136.23,136.23
