Year,iso3c,FDI_Inward_Flow_USD_current_millions,FDI_Inward_Flow_USD_current_pc,FDI_Inward_Flow_perc_total_world,FDI_Inward_Flow_perc_GDP,FDI_Inward_Flow_perc_GFCF,FDI_Outward_Flow_USD_current_millions,FDI_Outward_Flow_USD_current_pc,FDI_Outward_Flow_perc_total_world,FDI_Outward_Flow_perc_GDP,FDI_Outward_Flow_perc_GFCF,FDI_Inward_Stock_USD_current_millions,FDI_Inward_Stock_USD_current_pc,FDI_Inward_Stock_perc_total_world,FDI_Inward_Stock_perc_GDP,FDI_Inward_Stock_perc_GFCF,FDI_Outward_Stock_USD_current_millions,FDI_Outward_Stock_USD_current_pc,FDI_Outward_Stock_perc_total_world,FDI_Outward_Stock_perc_GDP,FDI_Outward_Stock_perc_GFCF
1972,MLI,5,5,4.564,4.56,4.56,,,,,,,,,,,,,,,
1972,MLT,14,14,13.924,13.92,13.92,,,,,,,,,,,,,,,
1972,MRT,2,2,2.11,2.11,2.11,,,,,,,,,,,,,,,
1972,MUS,4,4,3.627,3.63,3.63,,,,,,,,,,,,,,,
1972,MEX,178,178,178.385,178.38,178.38,,,,,,,,,,,,,,,
1972,MAR,13,13,13,13,13,,,,,,,,,,,,,,,
1972,MOZ,6,6,5.5,5.5,5.5,,,,,,,,,,,,,,,
1972,OMN,2,2,2.203,2.2,2.2,,,,,,,,,,,,,,,
1972,NPL,0,0,0.033,0.03,0.03,,,,,,,,,,,,,,,
1972,NLD,755,755,754.55,754.55,754.55,1640,1640,1640.44,1640.44,1640.44,,,,,,,,,,
1972,VUT,0,0,0.44,0.44,0.44,,,,,,,,,,,,,,,
1972,NZL,127,127,126.69,126.69,126.69,4,4,3.59,3.59,3.59,,,,,,,,,,
1972,NIC,10,10,10,10,10,,,,,,,,,,,,,,,
1972,NER,2,2,2.442,2.44,2.44,,,,,,,,,,,,,,,
1972,NGA,305,305,305,305,305,,,,,,,,,,,,,,,
1972,NOR,121,121,121,121,121,,,,,,,,,,,,,,,
1972,PAK,17,17,17,17,17,,,,,,,,,,,,,,,
1972,PAN,7,7,6.59,6.59,6.59,,,,,,,,,,,,,,,
1972,PNG,86,86,85.88,85.88,85.88,,,,,,,,,,,,,,,
1972,PRY,3,3,3.481,3.48,3.48,,,,,,,,,,,,,,,
1972,PER,60,60,60.313,60.31,60.31,,,,,,,,,,,,,,,
1972,PHL,4,4,4.1,4.1,4.1,,,,,,,,,,,,,,,
1972,PRT,73,73,73,73,73,7,7,7,7,7,,,,,,,,,,
1972,QAT,0,0,0.077,0.08,0.08,,,,,,,,,,,,,,,
1972,RWA,3,3,2.844,2.84,2.84,,,,,,,,,,,,,,,
1972,SAU,34,34,33.78,33.78,33.78,,,,,,,,,,,,,,,
1972,SEN,15,15,15.2,15.2,15.2,,,,,,,,,,,,,,,
1972,SYC,24,24,24.489,24.49,24.49,,,,,,,,,,,,,,,
1972,SLE,6,6,6.119,6.12,6.12,,,,,,,,,,,,,,,
1972,SGP,161,161,161.07,161.07,161.07,20,20,20.27,20.27,20.27,,,,,,,,,,
1972,VNM,0,0,-0.006,-0.01,-0.01,,,,,,,,,,,,,,,
1972,SOM,9,9,8.903,8.9,8.9,,,,,,,,,,,,,,,
1972,ZAF,114,114,114.478,114.48,114.48,20,20,19.513,19.51,19.51,,,,,,,,,,
1972,ZWE,29,29,28.678,28.68,28.68,,,,,,,,,,,,,,,
1972,ESP,268,268,268,268,268,37,37,37,37,37,,,,,,,,,,
1972,SDN,1,1,0.61,0.61,0.61,,,,,,,,,,,,,,,
1972,SUR,8,8,8.106,8.11,8.11,,,,,,,,,,,,,,,
1972,SWE,65,65,65.31,65.31,65.31,265,265,264.57,264.57,264.57,,,,,,,,,,
1972,SYR,0,0,0.01,0.01,0.01,,,,,,,,,,,,,,,
1972,THA,69,69,68.611,68.61,68.61,,,,,,,,,,,,,,,
1972,TGO,2,2,2.102,2.1,2.1,,,,,,,,,,,,,,,
1972,TTO,89,89,88.878,88.88,88.88,,,,,,,,,,,,,,,
1972,ARE,32,32,31.584,31.58,31.58,,,,,,,,,,,,,,,
1972,TUN,33,33,33,33,33,1,1,1,1,1,,,,,,,,,,
1972,TUR,43,43,43,43,43,,,,,,,,,,,,,,,
1972,UGA,0,0,-0.081,-0.08,-0.08,,,,,,,,,,,,,,,
1972,EGY,0,0,0.03,0.03,0.03,,,,,,,,,,,,,,,
1972,TZA,8,8,7.69,7.69,7.69,,,,,,,,,,,,,,,
1972,USA,1350,1350,1350,1350,1350,7747,7747,7747,7747,7747,,,,,,,,,,
1972,BFA,0,0,-0.005,0,0,,,,,,,,,,,,,,,
1972,URY,0,0,-0.008,-0.01,-0.01,,,,,,,,,,,,,,,
1972,VEN,-2,-2,-2.248,-2.25,-2.25,,,,,,,,,,,,,,,
1972,WSM,0,0,0.102,0.1,0.1,,,,,,,,,,,,,,,
1972,ZMB,29,29,29,29,29,,,,,,,,,,,,,,,
1972,GBR,1208,1208,1207.96,1207.96,1207.96,2017,2017,2017.46,2017.46,2017.46,,,,,,,,,,
1972,IDN,254,254,253.52,253.52,253.52,,,,,,,,,,,,,,,
1973,AFG,0,0,0.27,0.27,0.27,,,,,,,,,,,,,,,
1973,DZA,51,51,51,51,51,1,1,1,1,1,,,,,,,,,,
1973,AGO,8,8,7.54,7.54,7.54,,,,,,,,,,,,,,,
1973,ARG,100,100,100.25,100.25,100.25,,,,,,,,,,,,,,,
1973,AUS,135,135,135.04,135.04,135.04,256,256,255.865,255.86,255.86,,,,,,,,,,
1973,AUT,161,161,160.76,160.76,160.76,39,39,38.76,38.76,38.76,,,,,,,,,,
1973,BHS,563,563,563.398,563.4,563.4,,,,,,,,,,,,,,,
1973,BHR,14,14,14.195,14.19,14.19,,,,,,,,,,,,,,,
1973,BGD,2,2,2.34,2.34,2.34,,,,,,,,,,,,,,,
1973,BRB,23,23,22.7,22.7,22.7,3,3,3.293,3.29,3.29,,,,,,,,,,
1973,BEL,719,719,719,719,719,269,269,269,269,269,,,,,,,,,,
1973,BOL,5,5,4.6,4.6,4.6,,,,,,,,,,,,,,,
1973,BRA,1181,1181,1180.7,1180.7,1180.7,33,33,33.1,33.1,33.1,,,,,,,,,,
1973,SLB,6,6,5.949,5.95,5.95,,,,,,,,,,,,,,,
1973,BRN,2,2,1.952,1.95,1.95,,,,,,,,,,,,,,,
1973,MMR,0,0,0.03,0.03,0.03,,,,,,,,,,,,,,,
1973,BDI,3,3,2.53,2.53,2.53,,,,,,,,,,,,,,,
1973,KHM,0,0,0.316,0.32,0.32,,,,,,,,,,,,,,,
1973,CMR,3,3,3.1,3.1,3.1,4,4,4,4,4,,,,,,,,,,
1973,CAN,3185,3185,3184.745,3184.75,3184.75,1166,1166,1165.907,1165.91,1165.91,,,,,,,,,,
1973,CAF,0,0,-0.001,0,0,,,,,,,,,,,,,,,
1973,LKA,1,1,0.5,0.5,0.5,,,,,,,,,,,,,,,
1973,TCD,10,10,10.097,10.1,10.1,,,,,,,,,,,,,,,
1973,CHL,0,0,-0.024,-0.02,-0.02,,,,,,,,,,,,,,,
1973,TWN,62,62,62,62,62,1,1,1,1,1,,,,,,,,,,
1973,COL,24,24,23.84,23.84,23.84,1,1,1.19,1.19,1.19,,,,,,,,,,
1973,COG,68,68,68.3,68.3,68.3,,,,,,,,,,,,,,,
1973,COD,18,18,17.72,17.72,17.72,,,,,,,,,,,,,,,
1973,CRI,38,38,37.7,37.7,37.7,,,,,,,,,,,,,,,
1973,CYP,59,59,58.572,58.57,58.57,,,,,,,,,,,,,,,
1973,BEN,4,4,4.122,4.12,4.12,,,,,,,,,,,,,,,
1973,DNK,212,212,212,212,212,98,98,98,98,98,,,,,,,,,,
1973,DOM,35,35,34.5,34.5,34.5,,,,,,,,,,,,,,,
1973,ECU,52,52,52.3,52.3,52.3,,,,,,,,,,,,,,,
1973,SLV,6,6,6,6,6,,,,,,,,,,,,,,,
1973,ETH,31,31,30.9,30.9,30.9,,,,,,,,,,,,,,,
1973,FJI,28,28,28.334,28.33,28.33,,,,,,,,,,,,,,,
1973,FIN,13,13,13,13,13,15,15,15,15,15,,,,,,,,,,
1973,FRA,1125,1125,1125.479,1125.48,1125.48,935,935,935.444,935.44,935.44,,,,,,,,,,
1973,DJI,3,3,3.438,3.44,3.44,,,,,,,,,,,,,,,
1973,GAB,25,25,25.455,25.46,25.46,,,,,,,,,,,,,,,
1973,GMB,6,6,6.007,6.01,6.01,,,,,,,,,,,,,,,
1973,DEU,2045,2045,2044.874,2044.87,2044.87,1941,1941,1940.504,1940.5,1940.5,,,,,,,,,,
1973,GHA,14,14,14.4,14.4,14.4,,,,,,,,,,,,,,,
1973,GRC,62,62,62,62,62,,,,,,,,,,,,,,,
1973,GTM,35,35,34.8,34.8,34.8,,,,,,,,,,,,,,,
1973,GIN,1,1,0.955,0.96,0.96,,,,,,,,,,,,,,,
1973,GUY,11,11,11.234,11.23,11.23,,,,,,,,,,,,,,,
1973,HTI,7,7,7.412,7.41,7.41,,,,,,,,,,,,,,,
1973,HND,7,7,6.6,6.6,6.6,,,,,,,,,,,,,,,
1973,HKG,271,271,271.275,271.27,271.27,,,,,,,,,,,,,,,
1973,ISL,0,0,-0.007,-0.01,-0.01,,,,,,,,,,,,,,,
1973,IND,38,38,37.91,37.91,37.91,,,,,,,,,,,,,,,
1973,IRN,562,562,561.5,561.5,561.5,,,,,,,,,,,,,,,
1973,IRQ,0,0,-0.032,-0.03,-0.03,,,,,,,,,,,,,,,
1973,IRL,52,52,52,52,52,,,,,,,,,,,,,,,
1973,ISR,149,149,149,149,149,,,,,,,,,,,,,,,
1973,ITA,664,664,663.95,663.95,663.95,276,276,276.31,276.31,276.31,,,,,,,,,,
1973,CIV,51,51,51,51,51,,,,,,,,,,,,,,,
1973,JAM,73,73,73.3,73.3,73.3,0,0,-0.008,-0.01,-0.01,,,,,,,,,,
1973,JPN,0,0,-0.01,-0.01,-0.01,1904,1904,1904,1904,1904,,,,,,,,,,
1973,JOR,2,2,2.13,2.13,2.13,5,5,5.48,5.48,5.48,,,,,,,,,,
1973,KEN,17,17,17.26,17.26,17.26,,,,,,,,,,,,,,,
1973,KOR,4,4,4,4,4,2,2,2,2,2,,,,,,,,,,
1973,KWT,0,0,0.33,0.33,0.33,,,,,,,,,,,,,,,
1973,LAO,7,7,7.179,7.18,7.18,,,,,,,,,,,,,,,
1973,LBN,4,4,3.95,3.95,3.95,,,,,,,,,,,,,,,
1973,LBR,86,86,85.813,85.81,85.81,,,,,,,,,,,,,,,
1973,LBY,-1,-1,-0.988,-0.99,-0.99,1,1,1,1,1,,,,,,,,,,
1973,MAC,0,0,0.486,0.49,0.49,,,,,,,,,,,,,,,
1973,MDG,11,11,11,11,11,,,,,,,,,,,,,,,
1973,MWI,8,8,7.7,7.7,7.7,,,,,,,,,,,,,,,
1973,MYS,172,172,172,172,172,,,,,,,,,,,,,,,
1973,MDV,0,0,-0.001,0,0,,,,,,,,,,,,,,,
1973,MLI,1,1,0.675,0.68,0.68,,,,,,,,,,,,,,,
1973,MLT,16,16,16.051,16.05,16.05,,,,,,,,,,,,,,,
1973,MRT,10,10,9.85,9.85,9.85,,,,,,,,,,,,,,,
1973,MUS,1,1,1.179,1.18,1.18,,,,,,,,,,,,,,,
1973,MEX,457,457,457,457,457,,,,,,,,,,,,,,,
1973,MAR,5,5,5.49,5.49,5.49,,,,,,,,,,,,,,,
1973,MOZ,4,4,4.02,4.02,4.02,,,,,,,,,,,,,,,
1973,OMN,2,2,1.842,1.84,1.84,,,,,,,,,,,,,,,
1973,NPL,0,0,0,0,0,,,,,,,,,,,,,,,
1973,NLD,1119,1119,1119,1119,1119,2117,2117,2116.95,2116.95,2116.95,,,,,,,,,,
1973,VUT,30,30,29.862,29.86,29.86,,,,,,,,,,,,,,,
1973,NZL,208,208,207.65,207.65,207.65,19,19,19,19,19,,,,,,,,,,
1973,NIC,13,13,13.2,13.2,13.2,,,,,,,,,,,,,,,
1973,NER,1,1,1.408,1.41,1.41,,,,,,,,,,,,,,,
1973,NGA,373,373,373,373,373,,,,,,,,,,,,,,,
1973,NOR,209,209,209,209,209,50,50,50,50,50,,,,,,,,,,
1973,PAK,0,0,-0.02,-0.02,-0.02,,,,,,,,,,,,,,,
1973,PAN,217,217,217.36,217.36,217.36,,,,,,,,,,,,,,,
1973,PNG,112,112,111.9,111.9,111.9,,,,,,,,,,,,,,,
1973,PRY,9,9,9.2,9.2,9.2,,,,,,,,,,,,,,,
1973,PER,96,96,95.63,95.63,95.63,,,,,,,,,,,,,,,
1973,PHL,59,59,59.3,59.3,59.3,,,,,,,,,,,,,,,
1973,PRT,95,95,95,95,95,44,44,44,44,44,,,,,,,,,,
1973,QAT,9,9,9.28,9.28,9.28,,,,,,,,,,,,,,,
1973,RWA,11,11,10.968,10.97,10.97,,,,,,,,,,,,,,,
1973,SAU,-3,-3,-3.073,-3.07,-3.07,,,,,,,,,,,,,,,
1973,SEN,5,5,4.9,4.9,4.9,,,,,,,,,,,,,,,
1973,SYC,103,103,103.169,103.17,103.17,,,,,,,,,,,,,,,
1973,SLE,9,9,8.823,8.82,8.82,,,,,,,,,,,,,,,
1973,SGP,353,353,352.82,352.82,352.82,26,26,26.04,26.04,26.04,,,,,,,,,,
1973,VNM,1,1,1.03,1.03,1.03,,,,,,,,,,,,,,,
1973,SOM,1,1,0.962,0.96,0.96,,,,,,,,,,,,,,,
1973,ZAF,27,27,27.379,27.38,27.38,52,52,51.876,51.88,51.88,,,,,,,,,,
1973,ZWE,30,30,30.49,30.49,30.49,,,,,,,,,,,,,,,
1973,ESP,390,390,390,390,390,52,52,52,52,52,,,,,,,,,,
1973,SDN,0,0,0.26,0.26,0.26,,,,,,,,,,,,,,,
1973,SUR,39,39,38.551,38.55,38.55,,,,,,,,,,,,,,,
1973,SWE,84,84,83.96,83.96,83.96,293,293,293.09,293.09,293.09,,,,,,,,,,
1973,SYR,0,0,0,0,0,,,,,,,,,,,,,,,
1973,THA,78,78,77.834,77.83,77.83,,,,,,,,,,,,,,,
1973,TGO,5,5,4.802,4.8,4.8,,,,,,,,,,,,,,,
1973,TTO,67,67,66.762,66.76,66.76,,,,,,,,,,,,,,,
1973,ARE,9,9,8.586,8.59,8.59,,,,,,,,,,,,,,,
1973,TUN,58,58,58,58,58,1,1,1,1,1,,,,,,,,,,
1973,TUR,79,79,79,79,79,,,,,,,,,,,,,,,
1973,UGA,5,5,5.2,5.2,5.2,,,,,,,,,,,,,,,
1973,EGY,1,1,0.7,0.7,0.7,,,,,,,,,,,,,,,
1973,TZA,6,6,6.03,6.03,6.03,,,,,,,,,,,,,,,
1973,USA,2120,2120,2120,2120,2120,11353,11353,11353,11353,11353,,,,,,,,,,
1973,BFA,4,4,4.4,4.4,4.4,,,,,,,,,,,,,,,
1973,URY,1,1,1.39,1.39,1.39,,,,,,,,,,,,,,,
1973,VEN,0,0,-0.412,-0.41,-0.41,,,,,,,,,,,,,,,
1973,WSM,0,0,0.101,0.1,0.1,,,,,,,,,,,,,,,
1973,ZMB,32,32,32,32,32,,,,,,,,,,,,,,,
1973,GBR,2723,2723,2722.73,2722.73,2722.73,4981,4981,4981.37,4981.37,4981.37,,,,,,,,,,
1973,IDN,581,581,581,581,581,,,,,,,,,,,,,,,
1974,DZA,358,358,358,358,358,,,,,,,,,,,,,,,
1974,AGO,7,7,6.69,6.69,6.69,,,,,,,,,,,,,,,
1974,ARG,18,18,17.92,17.92,17.92,2,2,2.396,2.4,2.4,,,,,,,,,,
1974,AUS,1328,1328,1327.73,1327.73,1327.73,241,241,240.884,240.88,240.88,,,,,,,,,,
1974,AUT,177,177,177.05,177.05,177.05,20,20,19.73,19.73,19.73,,,,,,,,,,
1974,BHS,775,775,774.937,774.94,774.94,,,,,,,,,,,,,,,
1974,BHR,0,0,0.437,0.44,0.44,,,,,,,,,,,,,,,
1974,BGD,2,2,2.2,2.2,2.2,,,,,,,,,,,,,,,
1974,BRB,10,10,10.066,10.07,10.07,1,1,0.538,0.54,0.54,,,,,,,,,,
1974,BEL,1137,1137,1137,1137,1137,479,479,479,479,479,,,,,,,,,,
1974,BTN,1,1,1.364,1.36,1.36,,,,,,,,,,,,,,,
1974,BOL,44,44,44.233,44.23,44.23,,,,,,,,,,,,,,,
1974,BWA,0,0,0.088,0.09,0.09,,,,,,,,,,,,,,,
1974,BRA,1208,1208,1207.9,1207.9,1207.9,54,54,53.8,53.8,53.8,,,,,,,,,,
1974,SLB,0,0,0,0,0,,,,,,,,,,,,,,,
1974,VGB,0,0,-0.032,-0.03,-0.03,,,,,,,,,,,,,,,
1974,BRN,13,13,13.41,13.41,13.41,,,,,,,,,,,,,,,
1974,MMR,1,1,1.02,1.02,1.02,,,,,,,,,,,,,,,
1974,BDI,1,1,0.98,0.98,0.98,,,,,,,,,,,,,,,
1974,KHM,2,2,2.175,2.18,2.18,,,,,,,,,,,,,,,
1974,CMR,22,22,21.6,21.6,21.6,8,8,8,8,8,,,,,,,,,,
1974,CAN,3725,3725,3724.823,3724.82,3724.82,1357,1357,1356.805,1356.8,1356.8,,,,,,,,,,
1974,CYM,159,159,159.158,159.16,159.16,,,,,,,,,,,,,,,
1974,CAF,9,9,9.111,9.11,9.11,,,,,,,,,,,,,,,
1974,LKA,1,1,1.4,1.4,1.4,,,,,,,,,,,,,,,
1974,TCD,16,16,15.647,15.65,15.65,,,,,,,,,,,,,,,
1974,CHL,2,2,2.31,2.31,2.31,,,,,,,,,,,,,,,
1974,TWN,83,83,83,83,83,1,1,1,1,1,,,,,,,,,,
1974,COL,41,41,40.89,40.89,40.89,6,6,6.01,6.01,6.01,,,,,,,,,,
1974,COG,46,46,46.1,46.1,46.1,,,,,,,,,,,,,,,
1974,COD,52,52,51.98,51.98,51.98,,,,,,,,,,,,,,,
1974,CRI,46,46,46.31,46.31,46.31,,,,,,,,,,,,,,,
1974,CYP,50,50,50.441,50.44,50.44,,,,,,,,,,,,,,,
1974,BEN,0,0,-0.01,-0.01,-0.01,,,,,,,,,,,,,,,
1974,DNK,240,240,240,240,240,8,8,8,8,8,,,,,,,,,,
1974,DOM,54,54,53.6,53.6,53.6,,,,,,,,,,,,,,,
1974,ECU,77,77,76.8,76.8,76.8,,,,,,,,,,,,,,,
1974,SLV,20,20,20.1,20.1,20.1,,,,,,,,,,,,,,,
1974,ETH,29,29,28.9,28.9,28.9,,,,,,,,,,,,,,,
1974,FJI,25,25,25.292,25.29,25.29,,,,,,,,,,,,,,,
1974,FIN,35,35,35,35,35,29,29,29,29,29,,,,,,,,,,
1974,FRA,1847,1847,1846.644,1846.64,1846.64,780,780,780.119,780.12,780.12,,,,,,,,,,
1974,DJI,0,0,0.215,0.21,0.21,,,,,,,,,,,,,,,
1974,GAB,125,125,125.02,125.02,125.02,0,0,-0.012,-0.01,-0.01,,,,,,,,,,
1974,GMB,6,6,5.515,5.52,5.52,,,,,,,,,,,,,,,
1974,DEU,2168,2168,2167.578,2167.58,2167.58,2119,2119,2118.624,2118.62,2118.62,,,,,,,,,,
1974,GHA,14,14,14.27,14.27,14.27,,,,,,,,,,,,,,,
1974,GRC,67,67,67,67,67,,,,,,,,,,,,,,,
1974,GTM,47,47,47.4,47.4,47.4,,,,,,,,,,,,,,,
1974,GIN,2,2,1.55,1.55,1.55,,,,,,,,,,,,,,,
1974,GUY,2,2,1.843,1.84,1.84,,,,,,,,,,,,,,,
1974,HTI,8,8,7.94,7.94,7.94,,,,,,,,,,,,,,,
1974,HND,0,0,-0.005,0,0,,,,,,,,,,,,,,,
1974,HKG,153,153,153.444,153.44,153.44,,,,,,,,,,,,,,,
1974,ISL,61,61,61.235,61.23,61.23,,,,,,,,,,,,,,,
1974,IND,57,57,56.97,56.97,56.97,,,,,,,,,,,,,,,
1974,IRN,324,324,323.5,323.5,323.5,,,,,,,,,,,,,,,
1974,IRQ,0,0,-0.037,-0.04,-0.04,,,,,,,,,,,,,,,
1974,IRL,51,51,51.2,51.2,51.2,,,,,,,,,,,,,,,
1974,ISR,84,84,84,84,84,,,,,,,,,,,,,,,
1974,ITA,596,596,596.49,596.49,596.49,203,203,203.39,203.39,203.39,,,,,,,,,,
1974,CIV,33,33,32.6,32.6,32.6,,,,,,,,,,,,,,,
1974,JAM,31,31,30.5,30.5,30.5,7,7,7,7,7,,,,,,,,,,
1974,JPN,202,202,202,202,202,2012,2012,2012,2012,2012,,,,,,,,,,
1974,JOR,7,7,6.83,6.83,6.83,3,3,3.42,3.42,3.42,,,,,,,,,,
1974,KEN,23,23,23.42,23.42,23.42,,,,,,,,,,,,,,,
1974,KOR,2,2,2,2,2,14,14,14,14,14,,,,,,,,,,
1974,KWT,0,0,0.124,0.12,0.12,,,,,,,,,,,,,,,
1974,LAO,3,3,3.077,3.08,3.08,,,,,,,,,,,,,,,
1974,LBN,6,6,6.34,6.34,6.34,,,,,,,,,,,,,,,
1974,LBR,58,58,57.71,57.71,57.71,,,,,,,,,,,,,,,
1974,LBY,6,6,6.2,6.2,6.2,1,1,1,1,1,,,,,,,,,,
1974,MDG,14,14,13.71,13.71,13.71,,,,,,,,,,,,,,,
1974,MWI,23,23,22.7,22.7,22.7,,,,,,,,,,,,,,,
1974,MYS,571,571,570.82,570.82,570.82,,,,,,,,,,,,,,,
1974,MDV,1,1,0.53,0.53,0.53,,,,,,,,,,,,,,,
1974,MLI,0,0,-0.001,0,0,,,,,,,,,,,,,,,
1974,MLT,33,33,33.076,33.08,33.08,,,,,,,,,,,,,,,
1974,MRT,4,4,3.62,3.62,3.62,,,,,,,,,,,,,,,
1974,MUS,4,4,4.11,4.11,4.11,,,,,,,,,,,,,,,
1974,MEX,509,509,508.756,508.76,508.76,,,,,,,,,,,,,,,
1974,MAR,0,0,-0.085,-0.09,-0.09,,,,,,,,,,,,,,,
1974,MOZ,2,2,2,2,2,,,,,,,,,,,,,,,
1974,OMN,0,0,-0.256,-0.26,-0.26,,,,,,,,,,,,,,,
1974,NPL,0,0,0.25,0.25,0.25,,,,,,,,,,,,,,,
1974,NLD,1103,1103,1103.11,1103.11,1103.11,2789,2789,2788.61,2788.61,2788.61,,,,,,,,,,
1974,VUT,18,18,18.492,18.49,18.49,,,,,,,,,,,,,,,
1974,NZL,252,252,251.61,251.61,251.61,21,21,20.97,20.97,20.97,,,,,,,,,,
1974,NIC,14,14,13.8,13.8,13.8,,,,,,,,,,,,,,,
1974,NER,9,9,8.754,8.75,8.75,0,0,0.393,0.39,0.39,,,,,,,,,,
1974,NGA,257,257,257,257,257,,,,,,,,,,,,,,,
1974,NOR,346,346,346,346,346,148,148,148,148,148,,,,,,,,,,
1974,PAK,4,4,4,4,4,,,,,,,,,,,,,,,
1974,PAN,69,69,69.28,69.28,69.28,,,,,,,,,,,,,,,
1974,PNG,73,73,72.69,72.69,72.69,,,,,,,,,,,,,,,
1974,PRY,24,24,23.656,23.66,23.66,,,,,,,,,,,,,,,
1974,PER,62,62,62.372,62.37,62.37,,,,,,,,,,,,,,,
1974,PHL,131,131,130.74,130.74,130.74,,,,,,,,,,,,,,,
1974,PRT,106,106,106,106,106,37,37,37,37,37,,,,,,,,,,
1974,QAT,84,84,84.383,84.38,84.38,,,,,,,,,,,,,,,
1974,RWA,5,5,4.944,4.94,4.94,,,,,,,,,,,,,,,
1974,SAU,-8,-8,-8.219,-8.22,-8.22,,,,,,,,,,,,,,,
1974,SEN,10,10,10.26,10.26,10.26,3,3,3.24,3.24,3.24,,,,,,,,,,
1974,SYC,30,30,29.778,29.78,29.78,,,,,,,,,,,,,,,
1974,SLE,12,12,11.815,11.81,11.81,,,,,,,,,,,,,,,
1974,SGP,340,340,340.19,340.19,340.19,30,30,29.96,29.96,29.96,,,,,,,,,,
1974,VNM,1,1,1.25,1.25,1.25,,,,,,,,,,,,,,,
1974,SOM,1,1,0.7,0.7,0.7,,,,,,,,,,,,,,,
1974,ZAF,696,696,696.124,696.12,696.12,115,115,114.794,114.79,114.79,,,,,,,,,,
1974,ZWE,33,33,33.35,33.35,33.35,,,,,,,,,,,,,,,
1974,ESP,358,358,358,358,358,85,85,85,85,85,,,,,,,,,,
1974,SDN,0,0,-0.005,0,0,,,,,,,,,,,,,,,
1974,SUR,20,20,20.405,20.41,20.41,,,,,,,,,,,,,,,
1974,SWE,77,77,76.59,76.59,76.59,430,430,430.24,430.24,430.24,,,,,,,,,,
1974,SYR,0,0,0.01,0.01,0.01,,,,,,,,,,,,,,,
1974,THA,188,188,188.289,188.29,188.29,,,,,,,,,,,,,,,
1974,TGO,0,0,-0.186,-0.19,-0.19,,,,,,,,,,,,,,,
1974,TTO,121,121,120.508,120.51,120.51,,,,,,,,,,,,,,,
1974,ARE,3,3,3.458,3.46,3.46,,,,,,,,,,,,,,,
1974,TUN,28,28,28,28,28,0,0,-0.008,-0.01,-0.01,,,,,,,,,,
1974,TUR,64,64,64,64,64,,,,,,,,,,,,,,,
1974,UGA,2,2,1.7,1.7,1.7,,,,,,,,,,,,,,,
1974,EGY,0,0,0.13,0.13,0.13,,,,,,,,,,,,,,,
1974,TZA,0,0,-0.009,-0.01,-0.01,,,,,,,,,,,,,,,
1974,USA,3330,3330,3330,3330,3330,9052,9052,9052,9052,9052,,,,,,,,,,
1974,BFA,3,3,2.67,2.67,2.67,0,0,0.38,0.38,0.38,,,,,,,,,,
1974,URY,0,0,0,0,0,,,,,,,,,,,,,,,
1974,VEN,-1,-1,-1.408,-1.41,-1.41,,,,,,,,,,,,,,,
1974,WSM,1,1,1.065,1.07,1.07,,,,,,,,,,,,,,,
1974,ZMB,38,38,38,38,38,,,,,,,,,,,,,,,
1974,GBR,4374,4374,4373.74,4373.74,4373.74,4376,4376,4375.99,4375.99,4375.99,,,,,,,,,,
1974,IDN,182,182,182.12,182.12,182.12,,,,,,,,,,,,,,,
1975,DZA,119,119,119,119,119,34,34,34,34,34,,,,,,,,,,
1975,AGO,0,0,0.05,0.05,0.05,,,,,,,,,,,,,,,
1975,ARG,56,56,55.59,55.59,55.59,4,4,4.487,4.49,4.49,,,,,,,,,,
1975,AUS,449,449,449.029,449.03,449.03,161,161,161.022,161.02,161.02,,,,,,,,,,
1975,AUT,79,79,79.11,79.11,79.11,26,26,25.83,25.83,25.83,,,,,,,,,,
1975,BHS,93,93,93.074,93.07,93.07,,,,,,,,,,,,,,,
1975,BHR,5,5,4.952,4.95,4.95,,,,,,,,,,,,,,,
1975,BGD,2,2,1.543,1.54,1.54,,,,,,,,,,,,,,,
1975,BRB,94,94,94.04,94.04,94.04,3,3,3.227,3.23,3.23,,,,,,,,,,
1975,BEL,955,955,954.6,954.6,954.6,238,238,237.82,237.82,237.82,,,,,,,,,,
1975,BOL,62,62,61.597,61.6,61.6,,,,,,,,,,,,,,,
1975,BWA,0,0,-0.145,-0.15,-0.15,,,,,,,,,,,,,,,
1975,BRA,1203,1203,1202.8,1202.8,1202.8,108,108,108,108,108,,,,,,,,,,
1975,SLB,45,45,45.398,45.4,45.4,,,,,,,,,,,,,,,
1975,BRN,5,5,5.258,5.26,5.26,,,,,,,,,,,,,,,
1975,MMR,3,3,3.31,3.31,3.31,,,,,,,,,,,,,,,
1975,BDI,1,1,0.821,0.82,0.82,,,,,,,,,,,,,,,
1975,KHM,0,0,0.404,0.4,0.4,,,,,,,,,,,,,,,
1975,CMR,27,27,27.1,27.1,27.1,2,2,2,2,2,,,,,,,,,,
1975,CAN,3387,3387,3386.881,3386.88,3386.88,1252,1252,1251.524,1251.52,1251.52,,,,,,,,,,
1975,CYM,207,207,207.449,207.45,207.45,2144,2144,2144.071,2144.07,2144.07,,,,,,,,,,
1975,CAF,7,7,7.343,7.34,7.34,1,1,1.311,1.31,1.31,,,,,,,,,,
1975,LKA,0,0,0,0,0,,,,,,,,,,,,,,,
