"","year","exports_world","ccode","exports","imports_world","imports","Population","rgdpo","GDP_world","GDP","rgdo","country_trade","trade_to_GDP","wld_trade","WTS","D","CTS","WTS_pop","Lietal","Alcala","Frankel"
"6625","1972",NA,"ITA",23595919038,NA,22628860751,54381345,681390.1875,3.76726e+12,1.44781e+11,681390187500,46224779789,31.9273798281542,NA,NA,NA,NA,NA,-0.805271448912505,67838.9278815378,-3.3462349213156e+23
"6626","1973",NA,"ITA",28051127586,NA,31379237878,54751406,741303.625,4.59079e+12,1.74913e+11,741303625000,59430365464,33.9771003092966,NA,NA,NA,NA,NA,-0.782500032533803,80170.0726392644,-5.19757175720232e+23
"6627","1974",NA,"ITA",36624691172,NA,44509578504,55110868,794397.6875,5.29546e+12,1.98906e+11,794397687500,81134269676,40.7902575467809,NA,NA,NA,NA,NA,-0.738666465671927,102133.063769776,-8.06904652208723e+23
"6628","1975",NA,"ITA",42080787107,NA,42563931280,55441001,784225.25,5.89667e+12,2.26945e+11,784225250000,84644718387,37.2974590261958,NA,NA,NA,NA,NA,-0.773961276200683,107934.191594826,-9.60484780716886e+23
"6629","1976",NA,"ITA",44720929045,NA,47462127187,55718260,863434.25,6.41597e+12,2.23976e+11,863434250000,92183056232,41.1575598421259,NA,NA,NA,NA,NA,-0.753183658501895,106763.261049698,-1.03233961013092e+24
"6630","1977",1.37e+12,"ITA",54993696130,1.37e+12,52777038119,55955411,907941.4375,7.25697e+12,2.56747e+11,907941437500,107770734249,41.975459985511,2.74e+12,0.0393323847624088,9.38374957727591,435.862664880512,7.02923704061592e-10,-0.759060147602714,118697.891513515,-1.3834906353114e+24
"6631","1978",1.59e+12,"ITA",68128599214,1.59e+12,61950334824,56155143,961373.875,8.54188e+12,3.14019e+11,961373875000,130078934038,41.4239055719558,3.18e+12,0.0409053251691824,9.79900584466415,447.336998380367,7.28434173325538e-10,-0.765955595664632,135305.251599436,-2.04236283938394e+24
"6632","1979",2.02e+12,"ITA",87848407072,1.99e+12,84042637987,56317749,1049667,9.92464e+12,3.92379e+11,1.049667e+12,171891045059,43.8074017873026,4.01e+12,0.0428655972715711,10.3165176796948,495.747236827502,7.61138327307277e-10,-0.746276757480003,163757.691781298,-3.37232181846027e+24
"6633","1980",2.43e+12,"ITA",95626389206,2.41e+12,1.09e+11,56433883,1121713.375,1.11706e+13,4.75683e+11,1121713375000,204626389206,43.017385360839,4.84e+12,0.0422781795880165,10.1614394112364,480.135940334811,7.49163044265739e-10,-0.72827232296868,182423.062581384,-4.86686473483389e+24
"6634","1981",2.42e+12,"ITA",92401520823,2.41e+12,1.02e+11,56501675,1103899.625,1.14632e+13,4.29282e+11,1103899625000,194401520823,45.2852718779264,4.83e+12,0.0402487620751553,9.62567318784099,481.186499197372,7.12346352124168e-10,-0.724945245406955,176104.345377416,-4.17265368309695e+24
"6635","1982",2.26e+12,"ITA",89910963168,2.27e+12,95607825424,56543548,1086785.125,1.13626e+13,4.25863e+11,1086785125000,185518788592,43.5630211105449,4.53e+12,0.0409533749651214,9.81169099079205,470.989922872563,7.24280247944848e-10,-0.738016923250944,170704.20299689,-3.95027939330774e+24
"6636","1983",2.19e+12,"ITA",89613086989,2.22e+12,87735264904,56564074,1074058.75,1.16229e+13,4.41581e+11,1074058750000,177348351893,40.162133763228,4.41e+12,0.0402150457807256,9.61677208611156,426.392220656118,7.10964450345737e-10,-0.763323254423162,165119.786876649,-3.91568312886314e+24
"6637","1984",2.29e+12,"ITA",91524572183,2.34e+12,93373934611,56576718,1088288.625,1.20647e+13,4.36443e+11,1088288625000,184898506794,42.3648693630096,4.63e+12,0.0399348826768898,9.54280902669892,446.644727135258,7.05853645962458e-10,-0.749881772052545,169898.409802822,-4.03488295003469e+24
"6638","1985",2.31e+12,"ITA",95240651977,2.36e+12,97194747725,56593071,1098616.875,1.26888e+13,4.50726e+11,1098616875000,192435399702,42.6945416288388,4.67e+12,0.0412067237049251,9.87857505810021,464.455775680507,7.28123124912678e-10,-0.748838009290674,175161.518160733,-4.33678189830418e+24
"6639","1986",2.54e+12,"ITA",1.2e+11,2.61e+12,1.11e+11,56596155,1173825.5,1.50221e+13,6.38274e+11,1173825500000,2.31e+11,36.191353556623,5.15e+12,0.0448543689320388,10.8415533980583,428.561845688757,7.92533855560309e-10,-0.78360449635607,196792.453392774,-7.3720647e+24
"6640","1987",3.01e+12,"ITA",1.45e+11,3.06e+12,1.41e+11,56601931,1234180.875,1.70911e+13,8.03055e+11,1234180875000,2.86e+11,35.6139990411616,6.07e+12,0.0471169686985173,11.4388797364086,442.998251005579,8.32426877777673e-10,-0.777433758451168,231732.64615691,-1.14836865e+25
"6641","1988",3.43e+12,"ITA",1.56e+11,3.46e+12,1.56e+11,56629288,1289985.875,1.91405e+13,8.88668e+11,1289985875000,3.12e+11,35.1087245180427,6.89e+12,0.0452830188679245,10.9547169811321,419.714865181734,7.99639558737248e-10,-0.77802770522254,241863.113423626,-1.38632208e+25
"6642","1989",3.71e+12,"ITA",1.7e+11,3.73e+12,1.72e+11,56671781,1344268,2.00923e+13,9.25598e+11,1.344268e+12,3.42e+11,36.9490858882582,7.44e+12,0.0459677419354839,11.1354838709677,448.395035843959,8.11122239752512e-10,-0.768106888517189,254413.554440037,-1.58277258e+25
"6643","1990",4.33e+12,"ITA",2.17e+11,4.3e+12,2.15e+11,56719240,1408685.875,2.25945e+13,1.17733e+12,1408685875000,4.32e+11,36.6931956205991,8.63e+12,0.0500579374275782,12.2152954808806,484.911422263974,8.82556561540285e-10,-0.765276472747926,306668.795127941,-2.5430328e+25
"6644","1991",4.43e+12,"ITA",2.13e+11,4.46e+12,2.13e+11,56758521,1452529.375,2.39274e+13,1.24211e+12,1452529375000,4.26e+11,34.2964793778329,8.89e+12,0.0479190101237345,11.6506186726659,433.871682423914,8.44261077975138e-10,-0.776605987139188,293281.504203659,-2.6456943e+25
"6645","1992",4.77e+12,"ITA",2.33e+11,4.8e+12,2.32e+11,56797087,1480874.875,2.54099e+13,1.31581e+12,1480874875000,4.65e+11,35.3394487046002,9.57e+12,0.04858934169279,11.8275862068965,453.319824762458,8.55490030550158e-10,-0.771899390520126,314003.571706219,-3.05925825e+25
"6646","1993",4.72e+12,"ITA",2.18e+11,4.72e+12,1.85e+11,56831821,1480556,2.58598e+13,1.06145e+12,1.480556e+12,4.03e+11,37.9669320269443,9.44e+12,0.0426906779661017,10.2703389830508,427.900194090112,7.51175612798008e-10,-0.784663779058876,272195.040241639,-2.13882175e+25
"6647","1994",5.3e+12,"ITA",2.42e+11,5.24e+12,2.05e+11,56843400,1528411.125,2.77684e+13,1.09559e+12,1528411125000,4.47e+11,40.7999342819851,1.054e+13,0.0424098671726755,10.1962049335863,456.804425497959,7.46082520972981e-10,-0.773431647572204,292460.577320124,-2.44864365e+25
"6648","1995",6.34e+12,"ITA",2.9e+11,6.22e+12,2.45e+11,56844303,1596989.125,3.08735e+13,1.17079e+12,1596989125000,5.35e+11,45.6956414045217,1.256e+13,0.0425955414012739,10.2452229299363,513.857674520274,7.49337033849705e-10,-0.752817419832353,335005.412137669,-3.13186325e+25
"6649","1996",6.75e+12,"ITA",3.12e+11,6.56e+12,2.5e+11,56860281,1627294.25,3.15535e+13,1.30893e+12,1627294250000,5.62e+11,42.9358330850389,1.331e+13,0.0422238918106687,10.1471074380165,478.610344339674,7.42590276869519e-10,-0.767521422937051,345358.560690545,-3.6780933e+25
"6650","1997",6.94e+12,"ITA",3.01e+11,6.72e+12,2.54e+11,56890372,1684239.25,3.14364e+13,1.23905e+12,1684239250000,5.55e+11,44.7923812598362,1.366e+13,0.0406295754026354,9.72620790629575,480.452394011068,7.14173136407606e-10,-0.755589736729061,329525.630043356,-3.43836375e+25
"6651","1998",6.87e+12,"ITA",3.06e+11,6.7e+12,2.66e+11,56906744,1767813.625,3.13395e+13,1.26631e+12,1767813625000,5.72e+11,45.1706138307365,1.357e+13,0.0421518054532056,10.1280766396463,502.662052568302,7.40717224187095e-10,-0.749534655113369,323563.520447468,-3.6216466e+25
"6652","1999",7.12e+12,"ITA",2.9e+11,7.01e+12,2.69e+11,56916317,1808117.5,3.25117e+13,1.24856e+12,1808117500000,5.59e+11,44.7715768565387,1.413e+13,0.0395612172682236,9.44416135881104,467.6015729781,6.95076901553972e-10,-0.746148398134602,309161.323863079,-3.4897252e+25
"6653","2000",7.94e+12,"ITA",2.93e+11,7.89e+12,2.84e+11,56942108,1867200.875,3.35678e+13,1.14176e+12,1867200875000,5.77e+11,50.536014573991,1.583e+13,0.0364497789008212,8.6227416298168,486.295011246172,6.40119942535693e-10,-0.717247662063877,309018.706945497,-3.2939776e+25
"6654","2001",7.66e+12,"ITA",2.99e+11,7.63e+12,2.85e+11,56974100,1911009.125,3.33551e+13,1.16232e+12,1911009125000,5.84e+11,50.2443389083901,1.529e+13,0.0381948986265533,9.08345323741007,506.636441827335,6.70390556876779e-10,-0.719953898330696,305597.703516983,-3.3939744e+25
"6655","2002",8.01e+12,"ITA",3.11e+11,7.91e+12,3.02e+11,57059007,1844033,3.4636e+13,1.26651e+12,1.844033e+12,6.13e+11,48.400723247349,1.592e+13,0.0385050251256281,9.16532663316583,492.009161090765,6.74828167367654e-10,-0.724983165391126,332423.552073092,-3.88185315e+25
"6656","2003",9.39e+12,"ITA",3.67e+11,9.24e+12,3.61e+11,57313203,1831162.75,3.88938e+13,1.56965e+12,1831162750000,7.28e+11,46.379766189915,1.863e+13,0.0390767579173376,9.31626409017713,478.465916455831,6.81810749912854e-10,-0.72965509113473,397561.603959015,-5.713526e+25
"6657","2004",1.14e+13,"ITA",4.33e+11,1.12e+13,4.23e+11,57685327,1839429.5,4.38057e+13,1.79831e+12,1839429500000,8.56e+11,47.6002468984769,2.26e+13,0.0378761061946903,8.99929203539823,475.968769694929,6.56598621599047e-10,-0.723727190203777,465361.678716145,-7.6967668e+25
"6658","2005",1.3e+13,"ITA",4.57e+11,1.28e+13,4.6e+11,57969484,1884407.375,4.74297e+13,1.85266e+12,1884407375000,9.17e+11,49.4963997711399,2.58e+13,0.0355426356589147,8.38325581395349,464.437380922314,6.13126652273026e-10,-0.712647175508185,486625.138579709,-8.4944461e+25
"6659","2006",1.49e+13,"ITA",5.1e+11,1.46e+13,5.28e+11,58143979,1943301.125,5.13642e+13,1.94263e+12,1943301125000,1.038e+12,53.4327175015314,2.95e+13,0.0351864406779661,8.28922033898305,496.348286182361,6.05160521916914e-10,-0.690382817890648,534142.643487638,-1.00822497e+26
"6660","2007",1.74e+13,"ITA",6.06e+11,1.69e+13,6.14e+11,58438310,2064825.875,5.78599e+13,2.20305e+12,2064825875000,1.22e+12,55.3777717255623,3.43e+13,0.0355685131195335,8.39008746355685,520.002120039915,6.08650611551455e-10,-0.683219883784569,590848.853054014,-1.3438605e+26
"6661","2008",1.99e+13,"ITA",6.49e+11,1.95e+13,6.69e+11,58826731,2116344.75,6.34622e+13,2.39073e+12,2116344750000,1.318e+12,55.1296047650718,3.94e+13,0.0334517766497462,7.83126903553299,486.86437150295,5.68649253172783e-10,-0.682497436963028,622771.880621057,-1.57549107e+26
"6662","2009",1.59e+13,"ITA",4.94e+11,1.54e+13,5.07e+11,59095365,2039252.375,6.01683e+13,2.18516e+12,2039252375000,1.001e+12,45.8090025444361,3.13e+13,0.0319808306709265,7.4429392971246,386.7626277445,5.4117324888215e-10,-0.731662913872947,490866.16853885,-1.09367258e+26
"6663","2010",1.89e+13,"ITA",5.36e+11,1.83e+13,5.78e+11,59277417,2045185.625,6.59548e+13,2.12506e+12,2045185625000,1.114e+12,52.4220492597856,3.72e+13,0.0299462365591398,6.9058064516129,414.438575244782,5.05187946349616e-10,-0.695787735215061,544693.834331052,-1.18365842e+26
"6664","2011",2.25e+13,"ITA",6.17e+11,2.18e+13,6.51e+11,59379449,2097792.75,7.32805e+13,2.27629e+12,2097792750000,1.268e+12,55.7046773477896,4.43e+13,0.0286230248306998,6.55647855530474,420.931199808742,4.8203587794659e-10,-0.68294562311331,604444.838509429,-1.44316786e+26
"6665","2012",2.28e+13,"ITA",5.93e+11,2.21e+13,5.72e+11,59539717,2109460.5,7.48902e+13,2.07282e+12,2109460500000,1.165e+12,56.2036259781361,4.49e+13,0.0259465478841871,5.84988864142539,384.988579194555,4.35785542685517e-10,-0.696369312196913,552273.910793779,-1.20741765e+26
"6666","2013",2.35e+13,"ITA",6.15e+11,2.27e+13,5.67e+11,60233948,2100516,7.69896e+13,2.13049e+12,2.100516e+12,1.182e+12,55.4801946969946,4.62e+13,0.0255844155844156,5.75428571428571,374.729086467701,4.24750766534772e-10,-0.70619160179184,562718.874790766,-1.25911959e+26
"6667","2014",2.4e+13,"ITA",6.31e+11,2.32e+13,5.7e+11,60789140,2111945.75,7.90452e+13,2.15173e+12,2111945750000,1.201e+12,55.8155530666022,4.72e+13,0.0254449152542373,5.71745762711864,374.938612659093,4.18576661131204e-10,-0.707875361770552,568669.910200108,-1.292113865e+26
"6668","2015",2.13e+13,"ITA",5.49e+11,2.06e+13,4.95e+11,60730582,NA,7.47603e+13,1.83235e+12,NA,1.044e+12,56.9760144077278,4.19e+13,0.0249164677804296,5.57794749403341,374.785231193325,4.10278758409224e-10,-0.705345437874697,NA,-9.564867e+25
"6669","2016",2.08e+13,"ITA",5.55e+11,2.02e+13,4.91e+11,60600590,NA,7.58478e+13,1.85891e+12,NA,1.046e+12,56.2695342969805,4.1e+13,0.0255121951219512,5.73521951219512,378.987665339156,4.20989220104148e-10,-0.711358294144557,NA,-9.7220993e+25
"6670","2017",NA,"ITA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6671","1960",NA,"JAM",NA,NA,NA,1628252,7668.462891,1.36632e+12,699050679,7668462891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6672","1961",NA,"JAM",NA,NA,NA,1650806,8042.190918,1.4214e+12,748028839.4,8042190918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6673","1962",NA,"JAM",NA,NA,NA,1676250,8139.157715,1.52652e+12,777712445.8,8139157715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6674","1963",NA,"JAM",NA,NA,NA,1703395,8852.564453,1.64327e+12,826690466.2,8852564453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6675","1964",NA,"JAM",NA,NA,NA,1730486,9076.807617,1.80034e+12,897931401.4,9076807617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6676","1965",NA,"JAM",NA,NA,NA,1756266,9408.525391,1.96124e+12,972140557.2,9408525391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6677","1966",NA,"JAM",NA,NA,NA,1780264,9778.446289,2.12789e+12,1096738065,9778446289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6678","1967",NA,"JAM",NA,NA,NA,1803064,9831.438477,2.2641e+12,1148025407,9831438477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6679","1968",NA,"JAM",NA,NA,NA,1825633,9943.388672,2.44277e+12,1083883355,9943388672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6680","1969",NA,"JAM",NA,NA,NA,1849414,10385.59766,2.69039e+12,1191287652,10385597660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6681","1970",NA,"JAM",NA,NA,NA,1875381,11889.39063,2.9574e+12,1404776071,11889390630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6682","1971",NA,"JAM",NA,NA,NA,1904016,12230.1748,3.26649e+12,1539865514,12230174800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6683","1972",NA,"JAM",NA,NA,NA,1934828,13517.1543,3.76726e+12,1875048860,13517154300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6684","1973",NA,"JAM",NA,NA,NA,1966700,13702.94824,4.59079e+12,1905917553,13702948240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6685","1974",NA,"JAM",NA,NA,NA,1998034,13213.82813,5.29546e+12,2375096249,13213828130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6686","1975",NA,"JAM",NA,NA,NA,2027737,13125.88184,5.89667e+12,2860411286,13125881840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6687","1976",NA,"JAM",889100000,NA,1124400000,2055085,12221.78027,6.41597e+12,2966010230,12221780270,2013500000,67.8858076629088,NA,NA,NA,NA,NA,-0.620442595818358,164746.866292663,-2.9860307990525e+20
"6688","1977",1.37e+12,"JAM",9.55e+08,1.37e+12,923700000,2080538,11541.29395,7.25697e+12,3249697393,11541293950,1878700000,57.8115366694391,2.74e+12,0.000685656934306569,-0.818986569343066,10.4646645840843,3.2955751555923e-10,-0.715310346055618,162780.707963859,-3.05260324611455e+20
"6689","1978",1.59e+12,"JAM",1116500000,1.59e+12,1049800000,2105664,11305.99512,8.54188e+12,2644449232,11305995120,2166300000,81.9187592556513,3.18e+12,0.00068122641509434,-0.820156226415094,14.7325787919297,3.23520948781163e-10,-0.602707939103445,191606.309485122,-2.8643351856408e+20
"6690","1979",2.02e+12,"JAM",1.17e+09,1.99e+12,1.222e+09,2132690,10384.74512,9.92464e+12,2425033998,10384745120,2.392e+09,98.6377923762205,4.01e+12,0.000596508728179551,-0.842521695760599,15.5333122773254,2.79697812705809e-10,-0.495845194165491,230337.863121286,-2.900340661608e+20
"6691","1980",2.43e+12,"JAM",1363400000,2.41e+12,1408100000,2163045,9329.107422,1.11706e+13,2679409453,9329107422,2771500000,103.436971788574,4.84e+12,0.000572623966942149,-0.848827272727273,15.6368491261109,2.64730491941753e-10,-0.474233888138691,297080.939754667,-3.71299164949475e+20
"6692","1981",2.42e+12,"JAM",1404900000,2.41e+12,1703800000,2197583,9165.771484,1.14632e+13,2979061412,9165771484,3108700000,104.351658796888,4.83e+12,0.000643623188405797,-0.83008347826087,17.7310709004758,2.9287776088812e-10,-0.427815018209462,339164.030592146,-4.6305041057422e+20
"6693","1982",2.26e+12,"JAM",1260400000,2.27e+12,1638900000,2235327,9016.260742,1.13626e+13,3293533288,9016260742,2899300000,88.0300803566677,4.53e+12,0.000640022075055188,-0.83103417218543,14.8740754000474,2.86321453216996e-10,-0.502098654702223,321563.459949016,-4.7744705309492e+20
"6694","1983",2.19e+12,"JAM",1225800000,2.22e+12,1527500000,2273666,9320.15625,1.16229e+13,3619294121,9320156250,2753300000,76.0728448131558,4.41e+12,0.000624331065759637,-0.835176598639456,12.5385850332772,2.74592251350742e-10,-0.577644984594778,295413.502321917,-4.98250125167465e+20
"6695","1984",2.29e+12,"JAM",1268600000,2.34e+12,1.455e+09,2308947,9240.988281,1.20647e+13,2373566957,9240988281,2723600000,114.747131609989,4.63e+12,0.000588250539956803,-0.844701857451404,17.8200164018106,2.54770048839061e-10,-0.38680180772487,294730.381338095,-3.2323234820426e+20
"6696","1985",2.31e+12,"JAM",1178100000,2.36e+12,1419100000,2338638,8065.669434,1.26888e+13,2100223150,8065669434,2597200000,123.66304980497,4.67e+12,0.000556145610278373,-0.85317755888651,18.1565108479048,2.37807480370358e-10,-0.324144377485553,322006.74987395,-2.72734978259e+20
"6697","1986",2.54e+12,"JAM",1.343e+09,2.61e+12,1248800000,2361720,9083.576172,1.50221e+13,2754566176,9083576172,2591800000,94.0910413618613,5.15e+12,0.00050326213592233,-0.867138796116505,12.5010490299886,2.13091363888323e-10,-0.546460306879457,285328.15170188,-3.5696423074784e+20
"6698","1987",3.01e+12,"JAM",1562700000,3.06e+12,1532300000,2379279,10000.91602,1.70911e+13,3286987552,10000916020,3.095e+09,94.1591640076889,6.07e+12,0.000509884678747941,-0.865390444810544,12.6747231840861,2.14302180932938e-10,-0.533636153339121,309471.651777754,-5.08661323672e+20
"6699","1988",3.43e+12,"JAM",1683700000,3.46e+12,1822900000,2393534,10388.11328,1.91405e+13,3828310735,10388113280,3506600000,91.5965354625269,6.89e+12,0.000508940493468795,-0.865639709724238,12.3069370929992,2.12631403384617e-10,-0.523636969271169,337558.891156027,-6.7121772116755e+20
"6700","1989",3.71e+12,"JAM",1.905e+09,3.73e+12,2339500000,2407720,10451.86133,2.00923e+13,4404970059,10451861330,4244500000,96.3570681105508,7.44e+12,0.000570497311827957,-0.849388709677419,14.5124623598308,2.3694504004949e-10,-0.468676131764034,406099.915219599,-9.34844770771275e+20
"6701","1990",4.33e+12,"JAM",2217100000,4.3e+12,2390100000,2424242,11374.3252,2.25945e+13,4592224067,11374325200,4607200000,100.326115032313,8.63e+12,0.000533858632676709,-0.859061320973349,14.1398301245301,2.20216724517069e-10,-0.479329990720301,405052.600395143,-1.05786473607412e+21
"6702","1991",4.43e+12,"JAM",2188800000,4.46e+12,2258600000,2443689,11570.96094,2.39274e+13,4071219198,11570960940,4447400000,109.240003637849,8.89e+12,0.000500269966254218,-0.867928728908886,14.4274661344486,2.04719162812542e-10,-0.445057462318111,384358.742809826,-9.0531701305926e+20
"6703","1992",4.77e+12,"JAM",2220500000,4.8e+12,2255500000,2465362,12875.41602,2.54099e+13,3530892749,12875416020,4.476e+09,126.766807099073,9.57e+12,0.000467711598746082,-0.876524137931034,15.6526407882884,1.89713153178349e-10,-0.361070753510868,347639.252436365,-7.902137972262e+20
"6704","1993",4.72e+12,"JAM",2366090000,4.72e+12,2.744e+09,2488782,12957.78027,2.58598e+13,4859766161,12957780270,5110090000,105.150944113502,9.44e+12,0.000541323093220339,-0.857090703389831,15.0270474611558,2.1750522674157e-10,-0.43517585157294,394364.612882882,-1.24169212308322e+21
"6705","1994",5.3e+12,"JAM",3028200000,5.24e+12,3054500000,2513049,13103.17383,2.77684e+13,4907861406,13103173830,6082700000,123.937892634126,1.054e+13,0.000577106261859582,-0.84764394686907,18.8826881551004,2.29643855674753e-10,-0.3774544193857,464215.77542332,-1.49265242871381e+21
"6706","1995",6.34e+12,"JAM",3393900000,6.22e+12,3729100000,2537440,13015.31348,3.08735e+13,5779285208,13015313480,7.123e+09,123.250536072176,1.256e+13,0.000567117834394904,-0.850280891719745,18.4529603557896,2.23499997791043e-10,-0.354560001083544,547278.404853296,-2.0582924268292e+21
"6707","1996",6.75e+12,"JAM",3322900000,6.56e+12,3864400000,2561993,13271.83203,3.15535e+13,6504445801,13271832030,7187300000,110.498268720988,1.331e+13,0.000539992486851991,-0.857441983471074,15.7524140187443,2.10770477066874e-10,-0.405677140492094,541545.43123765,-2.33747016527636e+21
